item_id	group_id	listing_has_variations	variant_dict	title	description	url	brand	seller_name	image_url	additional_image_urls	availability	price	shipping_price	condition	mpn	gtin	size	material	color	product_category	target_countries	ads_metadata	is_ads_eligible
RS72-182933	Bin bags	true	"{""color"":""Black"",""size"":""70 L - 457 x 737 x 850 mm - 18 Micron"",""material"":""Plastic""}"	500 Light Duty Black Bin Bags - 70 L - 457 x 737 x 850 mm - 18 Micron - Kite Packaging	Our strong and reliable bin bags, refuse sacks, wheelie bin liners, catering sacks and compactor sacks are designed for hygienic waste collection in homes, offices, kitchens, warehouses and other commercial environments. Manufactured from tear and puncture-resistant polythene, they are available in a range of sizes, capacities and strengths for everything from lightweight everyday rubbish to heavy or wet waste. Choose from black, clear and coloured options for general disposal or easy waste segregation. Gusseted sides provide a secure fit and increase usable capacity, while bulk pack quantities offer a cost-effective solution for busy workplaces.	https://www.kitepackaging.co.uk/scp/plastics/bin-bags/?sfpartno=RS72-182933	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product/large/Light%20Duty%20Black%20Refuse%20Sack%20457%20x%20737%20x%20850mml.jpg	https://media.kitepackaging.co.uk/images/product/large/70L%20Black%20binl.jpg	in_stock	28.20 GBP	9.92 GBP	new	RS72-182933	5056731626410	70 L - 457 x 737 x 850 mm - 18 Micron	Plastic	Black	packaging > plastics > bin bags	"[""GB""]"	"{""custom_label_0"":""Bin bags"",""custom_label_1"":""Polythene & Paper Bags"",""custom_label_2"":""Mid"",""custom_label_4"":""head""}"	true
PTAF-300X840	Tissue paper sheets and rolls	true	"{""size"":""300mmx840m""}"	100% Recycleable Hivewrap Tissue Paper - White - 1 Roll per Pack - 300mmx840m - Kite Packaging	Hivewrap represents the height of eco-friendly innovation, interlacing expert engineering with aesthetic presentation to create a sustainable and cost-effective alternative to bubble wrap. Comprised of hexagonal shaped cells, Hivewrap eliminates the need for tape or glue by easily interlocking to firmly secure a wide range of products. It is crafted from 100% recyclable and biodegradable paper. Go plastic-free with ease to enhance your green credentials and establish your brand as a forerunner in environmentally friendly initiatives. The natural brown hue carries further allusions towards eco-consciousness whereas our new crisp white version radiates pure modernity and is an exceptionally sleek option for a range of luxury goods. Hivewrap is available in two sizes 400mm and 500mm (both 250 metres in length) with the ability to expand to over 400 metres. Used alongside our dispenser system, expertly engineered for speed and efficiency, along with our rolls of tissue paper for added aesthetics. The tessellating hexagon shape is renowned as one of the strongest structures there is, making Hivewrap perfectly adapted to protecting even fragile goods. Popular products that would benefit from Hivewrap include gifts, retail, cosmetics, homeware, confectionary and ceramics, though there is essentially no limit to the potential of this wrap. Anything which might previously have warranted the use of bubble wrap, can now be packaged with this sustainable alternative. The expandable honeycomb construction boasts extreme flexibility and malleability, meaning that awkwardly shaped products can be neatly contained within a tight package. This reduces the size of a parcel, slashing postal costs, in addition to capably protecting handles, irregular edges and a range of unique components.	https://www.kitepackaging.co.uk/scp/papers/hivewrap/?sfpartno=PTAF-300X840&sfunit=y	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product/large/LR_tissue_roll_whitel.jpg		in_stock	28.24 GBP	7.89 GBP	new	PTAF-300X840	5056731614066	300mmx840m			packaging > papers > hivewrap	"[""GB""]"	"{""custom_label_0"":""Tissue paper sheets and rolls"",""custom_label_1"":""Void Fill & Cushioning"",""custom_label_2"":""Mid"",""custom_label_4"":""head""}"	true
CSW151010M	Standard cardboard boxes	true	"{""size"":""381x254x254mm""}"	25 Single Wall Cardboard Boxes - 381 x 254 x 254 mm (15 x 10 x 10 inches) - Kite Packaging	Cost-effective, high-quality, versatile - those are the words we would use to describe our single wall cardboard boxes. Comprised of a single layer of corrugated cardboard, these boxes provide protection that is more than sturdy enough for a range of applications - almost any industry you can think of runs on single wall cardboard boxes. Our boxes arrive flat-packed for efficient storage, and can hold up to 32kg of evenly-distributed weight. Our cardboard boxes are all made from 60-90% recycled material, and are of course recyclable, making them one of the greenest packaging choices you could make. This box is also multiscored, allowing you to alter the depth of the box by folding along the creased lines within - a multitude of box sizes for the price of one!	https://www.kitepackaging.co.uk/scp/boxes/standard-cardboard-boxes/?sfpartno=CSW151010M	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product/large/15x10x10l.jpg	https://media.kitepackaging.co.uk/images/product/large/15x10x10Hl.jpg	in_stock	28.26 GBP	9.92 GBP	new	CSW151010M	5056731615049	381x254x254mm			packaging > boxes > standard cardboard boxes	"[""GB""]"	"{""custom_label_0"":""Single wall cardboard boxes"",""custom_label_1"":""Boxes"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
PA-DOCA6-KITE				1000 x Plain Paper document wallet - A6	A sustainable alternative to their plastic counterpart, made from 100% recyclable paper. The top layer is translucent, rather than fully clear, but allows for documents to be easily read. Glazed coating to protect from water damage.	https://www.kitepackaging.co.uk/scp/labels/paper-document-enclosed-wallets/?sfpartno=PA-DOCA6-KITE&sfunit=y	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product_group/large/doc-wallets-new-4l.jpg	https://media.kitepackaging.co.uk/images/product_group/large/paper_document_wallets_small_plainl.jpg	in_stock	28.27 GBP	7.89 GBP	new	PA-DOCA6-KITE	5056731601431				packaging > labels > paper document enclosed wallets	"[""GB""]"	"{""custom_label_0"":""Document enclosed wallets"",""custom_label_1"":""Labels"",""custom_label_2"":""Mid"",""custom_label_4"":""head""}"	true
VF100VER				100 Litre Bag - Vermiculite Void fill - Loose Fill Chips	Mineral-based natural loose fill. Lightweight, fibre free, fireproof & highly absorbent. Suitable for packaging hazardous goods. Numerous other uses, from plaster and cement to insulation and fireproofing.	https://www.kitepackaging.co.uk/scp/protection-and-wrapping/vermiculite-loose-fill/?sfpartno=VF100VER&sfunit=y	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product_group/large/vermiculite-void-2l.jpg	https://media.kitepackaging.co.uk/images/product_group/large/vermiculite-void-4l.jpg	in_stock	28.33 GBP	9.92 GBP	new	VF100VER	5056731600199				packaging > protection and wrapping > vermiculite loose fill	"[""GB""]"	"{""custom_label_0"":""Vermiculite loose fill"",""custom_label_1"":""Void Fill & Cushioning"",""custom_label_2"":""Mid"",""custom_label_4"":""head""}"	true
PA-SH-NAT-4K-B	ShredPak 2mm shredded paper	true	"{""color"":""Natural"",""size"":""4kg""}"	4kg Natural Beige Shredded Paper - Straight Cut - Kite Packaging	Add a touch of luxury to your unboxing experience using our strip cut shredded paper. This paper's strength allows you to securely wrap individual products for effective void fill protection. The straight shreds are excellent options for gift wrapping to further boost the services your business can offer. The paper is both recyclable and biodegradable, adding to your eco credentials while offering beautiful yet protective packaging.	https://www.kitepackaging.co.uk/scp/protection-and-wrapping/wood-wool/?sfpartno=PA-SH-NAT-4K-B&sfunit=y	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product/large/shredded_paper_shredpak_natural_kraft_brownl.jpg	https://media.kitepackaging.co.uk/images/product/large/shredded_paper_shredpak_product_natural_brownl.jpg	in_stock	28.38 GBP	9.92 GBP	new	PA-SH-NAT-4K-B	5056731600168	4kg		Natural	packaging > protection and wrapping > wood wool	"[""GB""]"	"{""custom_label_0"":""ShredPak 2mm shredded paper"",""custom_label_1"":""Shredded Paper"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
TCW050050	Crossweave tape	true	"{""size"":""50mmx50m""}"	Cross Weave Tape - 6 per Pack - 50mmx50m - Kite Packaging	High strength and high tack strapping tape with high tear resistance. Made with reinforced glass fibres to give extra tensile strength. For heavy duty and high security sealing, ideal for heavy pallet loads. Can be used to bundle odd-shaped materials and for shipping cartons.	https://www.kitepackaging.co.uk/scp/tapes/crossweave-tape/?sfpartno=TCW050050	Vibac	Kite Packaging	https://media.kitepackaging.co.uk/images/product_group/large/crossweave-2l.jpg	https://media.kitepackaging.co.uk/images/product_group/large/crossweave-1l.jpg	in_stock	28.44 GBP	9.92 GBP	new	TCW050050		50mmx50m			packaging > tapes > crossweave tape	"[""GB""]"	"{""custom_label_0"":""Crossweave tape"",""custom_label_1"":""Packaging Tapes"",""custom_label_2"":""Mid"",""custom_label_4"":""head""}"	true
CSW160X150X75-PBX4				50 White E-Commerce Postal Boxes - 160 x 150 x 75 mm Royal Mail Small Parcel - Kite Packaging	Our low cost white mailing boxes are ideal for ecommerce. The postage boxes are lightweight yet sturdy, keeping postage costs low while ensuring shipped good arrive safely. They're also designed to keep costs extremely low, letting you spend that money elsewhere. While cheap, our boxes are also incredibly high-quality and versatile, and the range features any size for any need. Further, we also offer boxes with peel & seal or tuck in fastening methods, offering the perfect blend of versatility and cost-effectiveness. Browse our range now and see why we're the UK's number one packaging company!	https://www.kitepackaging.co.uk/scp/postal-boxes/white-postal-boxes/?sfpartno=CSW160X150X75-PBX4	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product/large/white_postal_boxes_160x150x75_openl.jpg	https://media.kitepackaging.co.uk/images/product/large/size4new-2.jpg	in_stock	28.49 GBP	9.92 GBP	new	CSW160X150X75-PBX4	5056731605583	160x150x75mm			packaging > postal boxes > white postal boxes	"[""GB""]"	"{""custom_label_0"":""Cardboard envelopes and mailers - White Postal Boxes"",""custom_label_1"":""Boxes"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
CDW120912	Double wall boxes	true	"{""size"":""305x229x305 mm""}"	Double Wall Cardboard Boxes - Multiple Sizes Available - 20 Units per Pack - 305x229x305 mm - Kite Packaging	Double walled cardboard is comprised of a dual layer of corrugated material and is designed to provide twice as much strength and protection as a single walled box. The layers are securely glued together to offer increased resistance against compression forces that are unavoidable when shipping or transporting items. The advanced construction guards against damage so that your parcels arrive in the best condition possible. We offer a diverse range of sizes to cater toward most industries and items that need to be dependably packaged. Our double walled packing boxes are one of the most popular types of cardboard cartons for shipping goods via a carrier or postal network. As such, we supply an extensive variety of sizes to satisfy the needs of most businesses. There are near limitless uses for cardboard boxes and the second corrugated layer increases versatility further. The additional strength is well suited to heavier objects that might put a strain on our single walled cartons in addition to companies posting large orders of multiple items. Postal services can safely stack these boxes without crushing any surrounding parcels and the extra protection granted by the double corrugated layers is also ideal for shipping sensitive products.	https://www.kitepackaging.co.uk/scp/heavy-duty-cardboard-boxes/double-wall-boxes/?sfpartno=CDW120912&sfunit=y	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product/large/12x9x12.jpgl.jpg	https://media.kitepackaging.co.uk/images/product/large/12x9x12_CDWl.jpg	in_stock	28.57 GBP	9.92 GBP	new	CDW120912	5056731601981	305x229x305 mm			packaging > heavy duty cardboard boxes > double wall boxes	"[""GB""]"	"{""custom_label_0"":""Double wall cardboard boxes"",""custom_label_1"":""Boxes"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
PBM0810				1000 Polythene Bags - 200 x 250 mm (7.75 x 9.75 inch) - 200 Gauge Thickness - Kite Packaging	Kite's cost-effective poly bags are the best packaging solution for small & large items. Our poly bags are incredibly durable and versatile, providing an excellent protective solution for almost any product. While ideal for clothing, accessories, books, electronics or mechanical components, polybags can be used for almost any product and ours provide superior protection. Our polythene bag range has excellent clarity which ensures your customers have a clear view of your product when being unboxed - this is critical for first impressions. See why Kite is the UK's #1 packaging company and browse our polythene bag range!	https://www.kitepackaging.co.uk/scp/polythene-bags/medium-duty-polythene-bags/?sfpartno=PBM0810&sfunit=y	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product_group/large/polybags-md-1l.jpg		in_stock	28.61 GBP	9.92 GBP	new	PBM0810	5056731610648	200x250 mm			packaging > polythene bags > medium duty polythene bags	"[""GB""]"	"{""custom_label_0"":""Polythene bags"",""custom_label_1"":""Polythene & Paper Bags"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
PPS900X900X900+FS				5 Tonne Bulk Bags With Fill Spout - 900 x 900 x 900 mm - Kite Packaging	"Our woven polypropylene dumpy bags are perfect for storing & transporting sand, fertilisers, chemicals and more. The builder's bag's 150gsm construction means it can easily hold up to a tonne (see our certificates), hence the name ""ton bag"". Our lifting loops are designed to be easy to handle with a forklift or crane - perfect for use on a jobsite. Our priority is value, so our FIBC bags are cheap while maintaining high quality & robustness."	https://www.kitepackaging.co.uk/scp/plastics/fibc-bags/?sfpartno=PPS900X900X900%2bFS&sfunit=y	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product/large/FIBC-bag-fill-spoutl.jpg		in_stock	28.70 GBP	17.20 GBP	new	PPS900X900X900+FS	5056731620364	FIBC bag with fill spout - Pack of 5			packaging > plastics > fIBC bags	"[""GB""]"	"{""custom_label_0"":""FIBC bags"",""custom_label_1"":""Polythene & paper bags"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
CDW1250X80X80	Long postal boxes	true	"{""size"":""1250x80x80mm""}"	10 x Long Postal Boxes - 1250x80x80mm	Our long postal boxes are manufactured from strong double walled cardboard. They are ideal for packaging golf clubs, tripods and heavier duty items such as engineering parts, ready for transit. These long cardboard boxes are available in a range of sizes and are delivered flat packed.	https://www.kitepackaging.co.uk/scp/boxes/long-postal-boxes/?sfpartno=CDW1250X80X80	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product_group/large/long-cardboard-boxes-1l.jpg	https://media.kitepackaging.co.uk/images/product_group/large/long-cardboard-boxes-3l.jpg	in_stock	28.80 GBP	17.20 GBP	new	CDW1250X80X80	5056731611188	1250x80x80mm			packaging > boxes > long postal boxes	"[""GB""]"	"{""custom_label_0"":""Long postal boxes"",""custom_label_1"":""Boxes"",""custom_label_2"":""Mid"",""custom_label_4"":""head""}"	true
AS-T3-2BOTTLE-V				50 Air Column Bags - 300 x 85 mm - For 2x750ml wine/champagne/beer bottles - Kite Packaging	Air Shock is an 'armoured air' product from Kite Packaging, designed to protect glass bottles in transit. The bottle packs are stored and delivered flat ready to be inflated as and when they are needed. Our range of air compressors and inflation kits are essential for the inflation of the packs.Our range of inflatable air cushion packaging bottle packs is suitable for various bottle sizes and is designed especially for the drinks industry and the pharmaceutical/healthcare sector. You can use it in two ways: by inflating the pouches prior to packing and inserting the bottles in, or by putting the bottles in the uninflated pouches and inflating the cushions around it. There is a plastic valve in our Air Shock bottle pouches to make inflation quicker and easier. All packs are made from 75 micron LDPE material, creating the 'armoured' feel to the pouches.	https://www.kitepackaging.co.uk/scp/air-bags-and-cushions/air-shock-bottle-packs/?sfpartno=AS-T3-2BOTTLE-V&sfunit=y	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product/large/double-bottlevalve-1.jpg		in_stock	28.86 GBP	9.92 GBP	new	AS-T3-2BOTTLE-V	5056731601868				packaging > air bags and cushions > air shock bottle packs	"[""GB""]"	"{""custom_label_0"":""Air shock bottle packaging"",""custom_label_1"":""Foam Protection"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
CDW508X457X1016-NR	Wardrobe cartons	true	"{""size"":""Wardrobe carton - Short (Box only)""}"	Wardrobe carton (Short) - 20x17.75x40 inches (508x457x1016mm) - Box only - Pack of 5 - Kite Packaging	Wardrobe cartons made from strong double wall corrugated cardboard. These cartons prevent creasing, crushing and atmospheric damage, and come flat-packed so they are ready to assemble in a matter of seconds! Included is a robust plastic hanging rail, and warning signs for transportation are printed on the box. Wardrobe cartons are ideal for removals and the fashion industry, since you can pack clothing straight from your wardrobe.	https://www.kitepackaging.co.uk/scp/removals-packaging/wardrobe-cartons/?sfpartno=CDW508X457X1016-NR&sfunit=y	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product/large/wardrobe_cartons_shortl.jpg	https://media.kitepackaging.co.uk/images/product_group/large/wardrobe_cartons_clothingl.jpg	in_stock	28.98 GBP	17.20 GBP	new	CDW508X457X1016-NR	5056731621385	Wardrobe carton - Short (Box only)			packaging > removals packaging > wardrobe cartons	"[""GB""]"	"{""custom_label_0"":""Wardrobe cartons"",""custom_label_1"":""Boxes"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
PS12X17X16-WHITE	Tape handle paper carrier bags	true	"{""color"":""White"",""size"":""305x127x406mm""}"	Extra Large White Paper Carrier Bag - Paper Bags - 125 Units per pack - 305x127x406mm - Kite Packaging	These paper bags have a taped handle for strong and convenient carrying from a range of retail shops. They are made from extremely durable 70gsm kraft paper that is designed to be sturdy and strong enough to withstand general use, ensuring that all products arrive safely at their destination. These versatile containers are available in either brown or white to suit the aesthetics of your specific establishment; brown tend to be popular with our takeaway customers while the white variety are commonly used with clothing companies and homeware retailers.	https://www.kitepackaging.co.uk/scp/paper-bags/paper-carrier-bags/?sfpartno=PS12X17X16-WHITE&sfunit=y	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product_group/large/tape_handle_paper_carrier_bags_hero_2l.jpg		in_stock	28.99 GBP	9.92 GBP	new	PS12X17X16-WHITE	5056731613496	305x127x406mm		White	packaging > paper bags > paper carrier bags	"[""GB""]"	"{""custom_label_0"":""Tape handle paper carrier bags"",""custom_label_1"":""Polythene & Paper Bags"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
SP-TOOL-TEN				12-19mm Strapping Tensioner Tool - Polypropylene Strapping Tools and Equipment - Kite Packaging	The process of strapping (also often referred to as 'bundling' or 'banding') is most commonly implemented within the packaging industry. A strapping tool is used to wrap a polyester (PET) strap around a product or container to seal, reinforce and/or fasten such, for increased security and protection whilst in transit or storage. Used to obtain maximum tension on strapping around cartons, pallets etc. For use with strapping with a max thickness of 0.9mm. A simple lever action enables the operator to manually tighten as required, before they fully depress the handle to cut the strapping. A separate sealer tool is then required to secure the strapping in place (sold separately).	https://www.kitepackaging.co.uk/scp/strapping/polyester-strapping-tools/?sfpartno=SP-TOOL-TEN&sfunit=y	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product/large/strapping-tensioner-1.jpg		in_stock	29.03 GBP	7.89 GBP	new	SP-TOOL-TEN	5056731616138				packaging > strapping > polyester strapping tools	"[""GB""]"	"{""custom_label_0"":""Strapping reels & equipment"",""custom_label_1"":""Strapping Bandings & Ties"",""custom_label_2"":""Mid"",""custom_label_4"":""head""}"	true
PBH1215				250 Heavy Duty Polythene Bags - 300 x 375 mm (11.75 x 14.75 inch) - 360 Gauge Thickness - Kite Packaging	Kite's cost-effective poly bags are the best packaging solution for small & large items. Our poly bags are incredibly durable and versatile, providing an excellent protective solution for almost any product. While ideal for clothing, accessories, books, electronics or mechanical components, polybags can be used for almost any product and ours provide superior protection. With their heavy gauge thickness, our packaging bags are built to withstand sharp & heavy goods, making them safe to store and package without worrying about piercing or ripping the bag. Our polythene bag range has excellent clarity which ensures your customers have a clear view of your product when being unboxed - this is critical for first impressions. See why Kite is the UK's #1 packaging company and browse our polythene bag range!	https://www.kitepackaging.co.uk/scp/polythene-bags/heavy-duty-polythene-bags/?sfpartno=PBH1215&sfunit=y	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product_group/large/heavyd-polybags-2l.jpg		in_stock	29.05 GBP	9.92 GBP	new	PBH1215	5056731610082	300x375 mm			packaging > polythene bags > heavy duty polythene bags	"[""GB""]"	"{""custom_label_0"":""Polythene bags"",""custom_label_1"":""Polythene & Paper Bags"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
CSW181212M-P30-REV1	Standard cardboard boxes	true	"{""color"":""Brown"",""size"":""457x305x305mm (18x12x12 inches)"",""material"":""Cardboard""}"	25 Single Wall Cardboard Boxes - 457 x 305 x 305 mm (18 x 12 x 12 inches) - Multi Depth - Kite Packaging	Cost-effective, high-quality, versatile - those are the words we would use to describe our single wall cardboard boxes. Comprised of a single layer of corrugated cardboard, these boxes provide protection that is more than sturdy enough for a range of applications - almost any industry you can think of runs on single wall cardboard boxes. Our boxes arrive flat-packed for efficient storage, and can hold up to 32kg of evenly-distributed weight. Our cardboard boxes are all made from 60-90% recycled material, and are of course recyclable, making them one of the greenest packaging choices you could make. This box is also multiscored, allowing you to alter the depth of the box by folding along the creased lines within - a multitude of box sizes for the price of one!	https://www.kitepackaging.co.uk/scp/boxes/standard-cardboard-boxes/?sfpartno=CSW181212M-P30-REV1&sfunit=y	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product/large/sw18x12x12-rev1l.jpg	https://media.kitepackaging.co.uk/images/product/large/18x12x12l.jpg	in_stock	29.10 GBP	9.92 GBP	new	CSW181212M-P30-REV1	5056731620609	457x305x305mm (18x12x12 inches)	Cardboard	Brown	packaging > boxes > standard cardboard boxes	"[""GB""]"	"{""custom_label_0"":""Single wall cardboard boxes"",""custom_label_1"":""Boxes"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
PAPER-A4-HP	Printer Paper	true	{}	2500 Sheets HP A4 80gsm Paper - White - 5 Reams of Printer & Copier Paper - Kite Packaging	A4 printer paper. Ideal for printing and copying. 5 reams of 500 white sheets. It all starts with a blank sheet of paper. Blank HP paper is a staple for offices, businesses, educational institutions and more – perfect for printing, copying, writing, drawing, origami, and whatever else you can think of. This 80gsm multipurpose paper is compatible with inkjet and laser printers, and is designed for smooth feeding, clear print quality and reliable results across printers and copiers. Ideal for day to day business documents, double sided printing and higher volume office environments. Made from fibres sourced from sustainably managed forests. A significant proportion of the energy used in production comes from renewable, carbon neutral biomass residuals rather than fossil fuels, supporting a lower impact manufacturing process.	https://www.kitepackaging.co.uk/scp/papers/printer-paper/?sfpartno=PAPER-A4-HP&sfunit=y	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product/large/hp%20paper_0001_A4%20l.jpg	https://media.kitepackaging.co.uk/images/product/large/hp%20paper_0000_a4%20grid%20l.jpg	in_stock	29.10 GBP	9.92 GBP	new	PAPER-A4-HP	5056731625703				packaging > papers > printer paper	"[""GB""]"	"{""custom_label_0"":""Printer Paper"",""custom_label_1"":""Paper Sheets & Rolls"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
CSW550X350X100	Standard cardboard boxes	true	{}	30 Single Wall Cardboard Boxes - 550 x 350 x 100 mm (21.75 x 13.75 x 4 inches) - Amazon G10 - Kite Packaging	Cost-effective, high-quality, versatile - those are the words we would use to describe our single wall cardboard boxes. Comprised of a single layer of corrugated cardboard, these boxes provide protection that is more than sturdy enough for a range of applications - almost any industry you can think of runs on single wall cardboard boxes. Our boxes arrive flat-packed for efficient storage, and can hold up to 32kg of evenly-distributed weight. Our cardboard boxes are all made from 60-90% recycled material, and are of course recyclable, making them one of the greenest packaging choices you could make.	https://www.kitepackaging.co.uk/scp/boxes/standard-cardboard-boxes/?sfpartno=CSW550X350X100&sfunit=y	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product/large/Amazon_boxes__0005_550%20x%20350%20x%20100mml.jpg	https://media.kitepackaging.co.uk/images/product/large/Amazon_boxes__0004_550%20x%20350%20x%20100mm%202l.jpg	in_stock	29.16 GBP	9.92 GBP	new	CSW550X350X100	5056731625390				packaging > boxes > standard cardboard boxes	"[""GB""]"	"{""custom_label_0"":""Single wall cardboard boxes"",""custom_label_1"":""Boxes"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
CSW120912				30 Single Wall Cardboard Boxes - 305 x 229 x 305 mm (12 x 9 x 12 inches) - Kite Packaging	Cost-effective, high-quality, versatile - those are the words we would use to describe our single wall cardboard boxes. Comprised of a single layer of corrugated cardboard, these boxes provide protection that is more than sturdy enough for a range of applications - almost any industry you can think of runs on single wall cardboard boxes. Our boxes arrive flat-packed for efficient storage, and can hold up to 32kg of evenly-distributed weight. Our cardboard boxes are all made from 60-90% recycled material, and are of course recyclable, making them one of the greenest packaging choices you could make.	https://www.kitepackaging.co.uk/scp/boxes/standard-cardboard-boxes/?sfpartno=CSW120912	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product/large/12x9x12l.jpg	https://media.kitepackaging.co.uk/images/product/large/12x9x12Hl.jpg	in_stock	29.20 GBP	9.92 GBP	new	CSW120912	5056731614950	305x229x305mm			packaging > boxes > standard cardboard boxes	"[""GB""]"	"{""custom_label_0"":""Single wall cardboard boxes"",""custom_label_1"":""Boxes"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
PA-DOCA6P-KITE				1000 x Printed Paper document wallet - A6	A sustainable alternative to their plastic counterpart, made from 100% recyclable paper. The top layer is translucent, rather than fully clear, but allows for documents to be easily read. Glazed coating to protect from water damage.	https://www.kitepackaging.co.uk/scp/labels/paper-document-enclosed-wallets/?sfpartno=PA-DOCA6P-KITE&sfunit=y	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product_group/large/paper_document_wallets_small_wordedl.jpg	https://media.kitepackaging.co.uk/images/product_group/large/doc-wallets-new-1l.jpg	in_stock	29.26 GBP	7.89 GBP	new	PA-DOCA6P-KITE	5056731601448				packaging > labels > paper document enclosed wallets	"[""GB""]"	"{""custom_label_0"":""Document enclosed wallets"",""custom_label_1"":""Labels"",""custom_label_2"":""Mid"",""custom_label_4"":""rest""}"	true
EP1200X50/50X3-SA				50 Solid Cardboard Corner Protectors - 1200 x 50 x 50 mm - Kite Packaging	These rigid solid board brackets adhere to the edge of a product for reinforcement and protection. The most external areas of objects are the most vulnerable to knocks, bumps and subsequent damages, thus necessitating extra precautions when packaging. Additionally, any particularly sharp edges could penetrate through lighter forms of packaging whereas this strong shielding layer will reliably contain even heavy products. Kite's self-adhesive edge protectors are comprised of solid board that is 100% recycled and able to be recycled again after use. This illustrates an almost impeccable running of a circular economy, making this industrial packaging exceptionally sustainable and eco-friendly. The recycled particles are densely packed to create the stiff, robust structure of the protector, combining ultimate practicality with excellent green credentials. Large items with distinct, angled edges will require durable covers to prevent the weight of the item putting considerable force on and damaging these edges during transit. These areas can also be the first places to suffer scratches if not suitably protected. Furniture items, large mirrors or frames are perfect examples of products where edge protectors prove invaluable for the safe transportation of goods. Available in very large sizes of up to 2m long, even long cupboard units, for example, could be capably shielded from damage with these edge guards. The adhesive used by the edge protectors is a hotmelt solution balancing long-lasting sticking power with an easy removal that does not leave residue on the product. The packaging arrives with a paper peel-and-seal strip that, once removed, reveals a ready to use self-adhesive.	https://www.kitepackaging.co.uk/scp/solid-board-edge-protection/self-adhesive-solid-board-edge-protection/?sfpartno=EP1200X50%2f50X3-SA&sfunit=y	Kite Packaging	Kite Packaging	https://media.kitepackaging.co.uk/images/product/large/Untitled-5l.jpg	https://media.kitepackaging.co.uk/images/product/large/Untitled-6l.jpg	in_stock	29.28 GBP	9.92 GBP	new	EP1200X50/50X3-SA	5056731605996	1200x50x50 mm			packaging > solid board edge protection > self adhesive solid board edge protection	"[""GB""]"	"{""custom_label_0"":""Corner & edge protection - Solid board"",""custom_label_1"":""Foam Protection"",""custom_label_2"":""Mid"",""custom_label_4"":""head""}"	true
